"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","L'archive peut être décompressé avec <a href=""%1"">%2</a> sur les systèmes Windows."
"The backup file ""%1"" does not exist.","Le fichier de sauvegarde ""%1"" n'existe pas."
"The backup file does not exist.","Il n'existe pas de fichier de sauvegarde."
"The backup file handler was unspecified.","Le gestionnaire de fichier de sauvegarde n'a pas été spécifié."
"The backup file path was not specified.","Le chemin de sauvegarde du fichier n'a pas été spécifié."
"The backup file was not found.","Fichier de sauvegarde introuvable."
"The database and media backup has been created.","La sauvegarde de la base de données et des médias a bien été créée."
"The database backup has been created.","La sauvegarde de la base de données a bien été créée."
"The selected backup(s) has been deleted.","Les sauvegardes sélectionnées ont été effacées."
"The system backup (excluding media) has been created.","La sauvegarde du système (médias exclus) a été créée."
"The system backup has been created.","La sauvegarde du système a été créée."
"This action cannot be undone.","Cette action ne peut pas être annulée."
"This may take a few moments.","Ceci peut prendre quelques instants."
"Time","Temps"
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Pour terminer la restauration, veuillez décocher la case ""Mettre la boutique en mode de maintenance"" ou bien veuillez mettre à jour vos permissions."
"To continue with the backup, you need to either deselect ' '""Put store on the maintenance mode"" or update your permissions.","Pour poursuivre la sauvegarde, veuillez décocher la case ""Mettre la boutique en mode de maintenance"" ou mettez à jour vos autorisations."
"To continue with the rollback, you need to either deselect ' '""Put store on the maintenance mode"" or update your permissions.","Pour poursuivre la sauvegarde, veuillez décocher la case ""Mettre la boutique en mode de maintenance"" ou mettez à jour vos autorisations."
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Pour créer la sauvegarde, Veuillez décocher la case ""Mettre la boutique en mode de maintenance"" ou mettez à jour vos autorisations."
"Tools","Outils"
"Type","Type"
"Use FTP Connection","Utiliser une connexion FTP"
"User Password","Mot de passe utilisateur"
"Warning","Attention"
"We can't connect to the FTP right now.","Nous ne pouvons pas nous connecter au FTP."
"We can\'t connect to the FTP right now.","Nous ne pouvons pas nous connecter au FTP."
"We can't create the backup right now.","Nous ne pouvons pas créer la sauvegarde."
"We can\'t create the backup right now.","Nous ne pouvons pas créer la sauvegarde."
"We can't delete one or more backups.","Nous ne pouvons pas supprimer une ou plusieurs sauvegardes."
"We can\'t delete one or more backups.","Nous ne pouvons pas supprimer une ou plusieurs sauvegardes."
"We can't find the backup file.","Nous ne pouvons pas trouver le fichier de sauvegarde."
"We can\'t find the backup file.","Nous ne pouvons pas trouver le fichier de sauvegarde."
"We can't save the Cron expression.","Impossible de sauvegarder l'expression du CRON."
"We can\'t save the Cron expression.","Impossible de sauvegarder l'expression du CRON."
"We couldn't connect to the FTP.","Nous ne pouvons pas nous connecter au FTP."
"We couldn't delete one or more backups.","Impossible de supprimer une ou plusieurs sauvegardes."
"You created the database and media backup.","Vous avez créé la sauvegarde de la base de données et des médias."
"You created the database backup.","Vous avez créé la sauvegarde de la base de données."
"You created the system backup.","Vous avez créé la sauvegarde du système."
"You created the system backup (excluding media).","Vous avez créé la sauvegarde du système (sans les médias)."
"You deleted the selected backup(s).","Vous avez supprimé la ou les sauvegardes sélectionnée(s)."
"You need more free space to create a backup.","Vous avez besoin de plus d'espace disque de libre afin de pouvoir créer une sauvegarde."
"You need more permissions to activate maintenance mode right now.","Vous avez besoin de plus de droits pour activer le mode de maintenance."
"You need more permissions to create a backup.","Vous ne possédez pas les droits suffisants pour créer une sauvegarde."
"You need more permissions to perform a rollback.","Vous avez besoin de plus de droits pour effectuer une restauration."
"You will lose any data created since the backup was made, including admin users, customers and orders.","Vous perdrez toutes les données créées depuis la dernière sauvegarde, y compris les utilisateurs de l'administration, les clients et les commandes."
