"Sorry, but the administrator denied subscription for guests. ' 'Please <a href=""%1"">register</a>.","Désolé, les abonnements pour les invités sont désactivés. Veuillez vous <a href=""%1"">sauvegarder</a>."
"Start","Commencer"
"Status","Statut"
"Store","Boutique"
"Store View","Vue magasin"
"Subject","Sujet"
"Subscribe","Inscription"
"Subscribed","Inscrit"
"Subscriber","Abonné"
"Subscribers","Abonnés"
"Subscribers From","Abonnés de"
"Subscription Options","Options d'inscription"
"Success Email Sender","Expéditeur de l'email de succès"
"Success Email Template","Gabarit de l'email de succès"
"Template","Gabarit"
"Template Content","Contenu du gabarit"
"Template Information","Informations gabarit"
"Template Name","Nom du gabarit"
"Template Styles","Styles de gabarit"
"Template Subject","Sujet du gabarit"
"Template Type","Type de gabarit"
"Thank you for subscribing to our newsletter.","Merci pour votre abonnement à notre lettre d'information."
"Thank you for your subscription.","Merci de votre inscription."
"The confirmation request has been sent.","La demande de confirmation a été envoyée."
"The newsletter queue has been saved.","File d'attente lettre d'information sauvegardée."
"The newsletter template has been deleted.","Le gabarit de lettre d'information a été supprimé."
"The newsletter template has been saved.","Le gabarit de lettre d'information a été sauvegardé."
"The problems you identified have been deleted.","Les problèmes que vous avez identifiés ont été supprimés."
"There are no subscribers selected.","Aucun abonné sélectionné."
"There was a problem with the subscription: %1","Il y a eu un problème lors de l'inscription : %1"
"This email address is already assigned to another user.","Cet email est déjà assigné à un utilisateur."
"This is an invalid subscription confirmation code.","Le code de confirmation de l'abonnement est invalide."
"This is an invalid subscription ID.","L'identifiant de l'abonnement est invalide."
"To begin receiving the newsletter, you must first confirm your subscription by clicking on the following link:","Avant de recevoir notre lettre d'information, vous devez confirmer votre abonnement en cliquant sur le lien suivant :"
"Total of %1 record(s) were deleted","%1 enregistrement(s) effacé(s)"
"Total of %1 record(s) were deleted.","%1 enregistrement(s) effacé(s)."
"Type","Type"
"Unconfirmed","Non confirmé"
"Unsubscribe","Désabonner"
"Unsubscribed","Désinscrit"
"Unsubscribe Selected","Désinscription sélectionnée"
"Unsubscription Email Sender","Expéditeur de l'email de désinscription"
"Unsubscription Email Template","Gabarit de l'email de désinscription"
"Updated","Mis à jour"
"View Newsletter","Voir la lettre d'information"
"Web Site","Site web"
"We cannot mark as received subscriber.","Impossible de marquer comme reçue par l'abonné."
"We can't delete this template right now.","Impossible de supprimer le gabarit."
"We can\'t delete this template right now.","Impossible de supprimer le gabarit."
"We found no problems.","Aucun problème détécté."
"We removed the subscription.","Abonnement annulé."
"We saved the subscription.","Abonnement sauvegardé."
"We unsubscribed the people you identified.","Désinscription des personnes sélectionnées."
"You have been successfully subscribed to our newsletter.","Nous vous confirmons votre abonnement à notre lettre d'information."
"You have been unsubscribed.","Vous n'êtes plus inscrit(e) à la lettre d'information."
"You have been unsubscribed from the newsletter.","Vous êtes maintenant désabonné de notre lettre d'information."
"Your subscription has been confirmed.","Votre inscription a été confirmée."
"You saved the newsletter queue.","File d'attente de la lettre d'information sauvegardée."
"You selected an invalid queue.","File d'attente invalide."
"You unsubscribed.","Vous êtes désinscrit."
